Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight
81494.1,8.2,100.9,1.4795020754991108,1.4795020754991108,0,0,0,0,0.3,0.8,0,0,0,0,0,979.1,0,0.1,0,0,0,0,0,0.8,0.2,0,0,0,0,1,1,1312.9,61.2,178.5,83.63971142376715,31.800243331233872,103.1,169464150.3111919,13.5,12.933830203078106,45.10333234854413,1266.156371517029,1,244.6
111424.2,6,64,2.037427667934452,2.037427667934452,0,0,0,0,0.5,1,0,0,0,0,0,1387.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,455.4,67.9,105.8,82.98511904761905,15.718684809193856,80.4,4.680156707763672e-05,5.5,12.880273056697073,22.229577239829894,282.4626109693878,0.9,38.5
95696.1,7.1,83.1,2.037380923592624,2.037380923592624,0,0,0,0,0.5,0.9,0,0,0,0,0,1250.5,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,1,1,1236.7,66,111,79.89700627889484,15.047447184340111,80,169464150.4110049,13.5,12.62793509888572,21.08892171843116,222.9006923004305,1,244.6
52049.4,6,114.3,3.3222269906033466,3.3222269906033466,0,0,0.1,0,0.4,1,0,0,0,0.3,0,618.9,0,0.3,0,0,0,0,0,1,0,0,0,0,0,1,1,438.2,62.8,115.2,79.19603174603175,18.733798730683795,86.8,0.07133309841156,5.5,12.57591386780869,26.49359223970089,448.0688795666415,0.9,38.5
63586.4,6,114.4,4.490366796059717,4.490366796059717,0,0,0,0,0.5,1,0,0,0,0.3,0,775.1,0,0.3,0,0,0,0,0,1,0,0,0,0,0,1,1,1317.6,54,206,84.90376396822991,39.61604896042861,84.5,169464150.4398863,13.5,13.020321207182104,56.09096826276302,1577.4013488551434,1,244.6
80918.5,5.4,57.6,1.7445572657164186,1.7445572657164186,0,0,0,0,0.4,0.9,0,0,0,0,0,1052,0,0,0,0,0,0,0,0.9,0,0,0.1,0,0,0.9,0.9,408.2,63.6,85.8,73.84119047619046,9.40706408881588,71.4,0.0120442867279052,5.5,12.14983889878207,13.30359761651632,99.47700170068028,0.9,38.5
245.8,1.8,69.6,4.263733612127325,4.263733612127325,0,0,0,0,0.1,0.3,0,0,0,0.3,0,2.4,0,0.3,0,0,0,0,0,0.3,0,0,0.7,0,0,0.3,0.3,1033.9,42,126.7,66.40840991825512,23.25628712035573,94.9,169464150.47897092,13.5,11.343126351772618,22.07964046618998,244.4654239729041,1,244.6
37535.5,6,108.6,2.550656986696479,2.550656986696479,0,0.1,0,0,0.7,1,0,0,0.1,0.2,0,493.7,0,0.4,0,0,0,0,0,1,0,0,0,0,0,1,1,580.4,61.2,194.6,105.08218253968252,42.933628182144005,98.5,0.0598263978958129,5.5,14.477772151165746,60.71731925707178,2244.2032341112376,0.9,38.5
71400.4,6,64,1.2550280329981949,1.2550280329981949,0,0,0,0,0.5,1,0,0,0,0,0,857.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1414.5,54,230,91.57479289157696,40.86055007899013,80.9,169464150.5112359,13.5,13.532389046726866,57.920782454976745,1685.081178063996,1,244.6
87139.8,7.1,64,1.688488299788234,1.688488299788234,0,0,0,0,0.4,0.9,0,0,0,0,0,1147.8,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,1,1,835.9,66,505.1,128.72829365079363,146.28763924535332,159.8,0.0999882936477661,5.5,15.62305554188382,206.88196342832128,40925.08378834405,0.9,38.5
98721.4,6,64,1.7775708829257255,1.7775708829257255,0,0,0,0,0.5,1,0,0,0,0,0,1217.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2043,66,929,133.59966891940186,212.20332566594536,80.8,169464150.6115339,13.5,16.353555094068668,300.7237931014979,45556.12267141382,1,244.6
80577.8,8.2,83.1,1.4103557767227144,1.4103557767227144,0,0,0,0,0.4,0.8,0,0,0,0,0,939.6,0,0,0,0,0,0,0,0.8,0.2,0,0,0,0,1,1,659.2,68.2,214.4,117.6570634920635,58.16695298556963,109,0.0997344970703125,5.5,15.27041705497582,82.26049379411077,4111.652437578736,0.9,38.5
112136.6,6,64,2.037136543173389,2.037136543173389,0,0,0,0,0.5,1,0,0,0,0,0,1398.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1540,66,246,100.17156404826684,53.157384761192176,80.4,169464150.91089243,13.5,14.161572171990546,75.2858537313526,2847.413313966764,1,244.6
78529.2,6,64,1.4512082733960736,1.4512082733960736,0,0,0,0,0.5,1,0,0,0,0,0,996.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,445.2,68.2,106.4,81.99773809523809,14.136888424882091,78.6,0.0001025915145874,5.5,12.803032346978728,19.99257934022348,226.34537344104305,0.9,38.5
105282.4,6,64,2.037062520387072,2.037062520387072,0,0,0,0,0.5,1,0,0,0,0,0,1401.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1204.8,66,111,77.83069363127412,12.988028902835998,75.3,169464151.01089,13.5,12.480964525854484,18.375211974754546,169.12389445941298,1,244.6
65864.2,6,60.2,1.142442239419637,1.142442239419637,0,0,0,0,0.5,1,0,0,0,0.1,0,767.2,0,0.1,0,0,0,0,0,1,0,0,0,0,0,1,1,503.8,70.4,140.6,92.3275,25.6903480205605,98.7,0.0465782880783081,5.5,13.57475736416553,36.33163859276146,949.3573621031746,0.9,38.5
74274.2,6,64,1.3712064004617437,1.3712064004617437,0,0,0,0,0.5,1,0,0,0,0,0,943.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1425,66,260,92.46598358083268,47.60720469650575,77.5,169464151.06478673,13.5,13.606011789393644,67.43866577145054,2286.9548790900503,1,244.6
54541.6,6,64,1.0582593472800288,1.0582593472800288,0,0,0,0,0.5,1,0,0,0,0,0,727.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,415.6,67.8,85.6,76.23265873015873,7.840186520639614,75.4,3.938674926757812e-05,5.5,12.345787787130453,11.087698109023268,68.66786581947594,0.9,38.5
85823.8,7.1,64,1.5307959987635305,1.5307959987635305,0,0,0,0,0.5,0.9,0,0,0,0,0,1048.1,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,1,1,1714.1,66,597.6,107.03308558486576,123.91004547225756,167.3,169464151.2109214,13.5,14.532080941381333,175.9152663704685,23957.88850156314,1,244.6
96215.1,8.2,83.1,1.6698026543692777,1.6698026543692777,0,0,0,0,0.4,0.8,0,0,0,0,0,1124.6,0,0,0,0,0,0,0,0.8,0.2,0,0,0,0,1,1,510.3,66,146.4,87.08575396825398,29.48968840256693,108.7,0.0999833106994629,5.5,13.156566660063636,41.70471728906672,1351.0810511936256,0.9,38.5
88308.2,6,64,1.6306971613664438,1.6306971613664438,0,0,0,0,0.5,1,0,0,0,0,0,1126.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1522.8,66,246,98.98932705581312,53.49669043121342,78.6,169464151.21110848,13.5,14.069694594439166,75.82868932139733,2890.0183620009857,1,244.6
73228.8,6,64,1.337701641007602,1.337701641007602,0,0,0,0,0.5,1,0,0,0,0,0,923.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,423,66,92.7,75.57333333333334,10.910437680211553,78.6,0.1000227212905883,5.5,12.29044060979944,15.42968893878162,136.05293650793652,0.9,38.5
113195.3,6,64,2.036832567321736,2.036832567321736,0,0,0,0,0.5,1,0,0,0,0,0,1409.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1226.9,66,111,79.01027758533175,15.488359749086571,80.5,169464151.31128237,13.5,12.568466978210088,21.95723204944397,242.37830898040275,1,244.6
113259.3,6,64,2.036791551602024,2.036791551602024,0,0,0,0,0.5,1,0,0,0,0,0,1411.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,430.1,66,95.9,76.12809523809524,12.107194790573969,80.5,0.0997143030166625,5.5,12.333475355049146,17.12215907512259,177.909447845805,0.9,38.5
78116.2,6,64,1.4640102585216874,1.4640102585216874,0,0,0,0,0.5,1,0,0,0,0,0,1014.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1220.4,66,111,78.76081648743414,15.451430188299147,78.8,169464151.6130371,13.5,12.537539460300716,21.660737047467443,235.08467190817595,1,244.6
88454.8,6,64,1.5938445872130085,1.5938445872130085,0,0,0,0,0.5,1,0,0,0,0,0,1105.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,422.8,66,96.1,75.36753968253967,11.2662788127045,78.2,0.0001877069473266,5.5,12.273344288576231,15.932924294403357,149.2821299445704,0.9,38.5
57001.3,7.1,64,1.088416426019614,1.088416426019614,0,0,0,0,0.4,0.9,0,0,0,0,0,747.2,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,1,1,1451.4,66,356.7,90.6561887252754,66.68541288434234,160.4,169464151.7098882,13.5,13.403976750157232,94.93393548692764,11243.364825405168,1,244.6
82992.2,6,64,1.450617577644009,1.450617577644009,0,0,0,0,0.5,1,0,0,0,0,0,1007.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,464.2,70.5,111,87.4575,17.092258349259737,81,6.1011314392089845e-05,5.5,13.212113500123133,24.17210356910789,326.6913621031746,0.9,38.5
80986.7,8.2,98.7,1.4859585374042137,1.4859585374042137,0,0,0.1,0,0.4,0.8,0,0,0,0.1,0,991.5,0,0.1,0,0,0,0,0,0.8,0.2,0,0,0,0,1,1,1399.7,66,192,89.16313692327623,35.74719843395478,107.1,169464151.8111688,13.5,13.345492239085464,50.72236047655089,1552.2785389131884,1,244.6
103172.3,6,79.7,3.9565997298626456,3.9565997298626456,0,0,0,0,0.4,1,0,0,0,0.1,0,1276,0,0.1,0,0,0,0,0,1,0,0,0,0,0,1,1,449,66,106.3,81.24952380952382,17.980611971731314,78.6,0.0034136056900024,5.5,12.738549819429116,25.42842531019045,361.92405328798185,0.9,38.5
44277,6,158.2,11.026806185967722,11.026806185967722,0,0,0,0,0.4,1,0,0,0,0.6,0,571.1,0,0.6,0,0,0,0,0,1,0,0,0,0,0,1,1,3672.4,66,1514,239.0279740331908,410.3684039872063,342.7,169464151.9077387,13.5,21.877796512907373,581.4922961117607,169742.95849176464,1,244.6
100414.4,6,64,1.7768109064128377,1.7768109064128377,0,0,0,0,0.5,1,0,0,0,0,0,1238.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,445.6,67.8,100.4,80.41234126984128,13.166148994919018,80.9,8.411407470703125e-05,5.5,12.679220788783628,18.61974647283937,207.36557613693623,0.9,38.5
41663.1,6,143.4,4.33883097041071,4.33883097041071,0,0.1,0,0,0.5,1,0,0,0.1,0.4,0,537.7,0,0.4,0,0,0,0,0,1,0,0,0,0,0,1,1,1526.2,66,363,97.11739044881844,70.86602477093068,119.3,169464152.0109146,13.5,13.917632716731347,100.5298961348582,6345.515619172309,1,244.6
103881.3,6,69.9,1.8414052586843368,1.8414052586843368,0,0,0,0,0.4,1,0,0,0,0,0,1285.2,0,0.1,0,0,0,0,0,1,0,0,0,0,0,1,1,449.9,66,106.5,81.44242063492064,18.22636390980782,78.7,0.0568093061447143,5.5,12.753416186639072,25.775971033997727,372.03693875976313,0.9,38.5
37729,6,64,0.7244595453290528,0.7244595453290528,0,0,0,0,0.5,1,0,0,0,0,0,504.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1206,66,111,77.88634007203666,15.499436228691474,75.4,169464152.0534598,13.5,12.485480969697624,21.93978295277084,241.26030479409147,1,244.6
62179.4,6,64,1.1173040528308296,1.1173040528308296,0,0,0,0,0.5,1,0,0,0,0,0,779.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,425.2,67.8,91,77.56472222222223,9.376650324452106,78.2,3.809928894042969e-05,5.5,12.453403678340637,13.260586058470247,101.74281139770724,0.9,38.5
85175,7.1,64,1.5302122346933342,1.5302122346933342,0,0,0,0,0.5,0.9,0,0,0,0,0,1062.1,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,1,1,1399.4,66,275,88.07230773397569,49.7413605240125,165,169464152.1204623,13.5,13.22814577113896,71.00006430724419,7466.535870328342,1,244.6
112603,6,64,2.036414849585438,2.036414849585438,0,0,0,0,0.5,1,0,0,0,0,0,1425.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,420.2,66,90.9,74.82638888888889,10.223690243187493,80.6,3.709793090820312e-05,5.5,12.229314633099058,14.458481399417234,124.72588414902998,0.9,38.5
56710.4,8.2,100.9,0.95893404489096,0.95893404489096,0,0,0,0,0.3,0.8,0,0,0,0,0,643.2,0,0.1,0,0,0,0,0,0.8,0.2,0,0,0,0,1,1,1337.2,61.2,178.5,85.24051498638958,31.55885320255068,103.7,169464152.31068093,13.5,13.058196219860667,44.75529530320722,1246.418519722051,1,244.6
114645.6,6,64,2.036367488370132,2.036367488370132,0,0,0,0,0.5,1,0,0,0,0,0,1427.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,456.2,67.9,105.8,83.09079365079364,15.84150570202622,80.6,4.780292510986328e-05,5.5,12.888455947104756,22.4032722122162,287.04197782816834,0.9,38.5
104174.9,6,80.9,1.834419684579085,1.834419684579085,0,0,0,0,0.6,1,0,0,0,0,0,1287.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1292,66,123,83.38856565562061,19.35516336239328,86.1,169464152.4112513,13.5,12.913414130084178,27.44196328586053,376.7780104311663,1,244.6
87608.1,7.1,70.4,1.5795293315741783,1.5795293315741783,0,0,0,0,0.4,0.9,0,0,0,0,0,1105,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,1,1,605.6,66,262.8,103.8536111111111,68.85069934210827,103.9,0.100074291229248,5.5,14.311843876042497,97.36959278848188,6551.2989330908285,0.9,38.5
62984.8,6,64,1.19022067655917,1.19022067655917,0,0,0,0,0.5,1,0,0,0,0,0,835.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1460.6,66,342,94.88775568729515,67.03911204627572,76.2,169464152.4115262,13.5,13.7828192183626,94.98731733768508,4542.5466949612855,1,244.6
46774,2.4,25.6,2.036675934635446,2.036675934635446,0,0,0,0,0.2,0.4,0,0,0,0,0,572.6,0,0,0,0,0,0,0,0.4,0,0,0.6,0,0,0.4,0.4,378.4,53.5,105.8,72.87849206349208,18.2279500975419,63.4,0.0088089942932128,5.5,12.051306854175705,25.778214242203745,385.9636280549256,0.9,38.5
3191.2,8.2,72.3,4.192346717963364,4.192346717963364,0,0.1,0.1,0.2,0.2,0.7,0,0,0.4,0.8,0.3,10.1,0,0.8,0.2,0,0,0,0,0.8,0.2,0,0,0,0,1,1,1174.2,42,178.9,75.08364116318837,34.249100701919566,92.9,169464152.4652301,13.5,12.253719885181363,48.55890574408759,1240.175757369287,1,244.6
24591.3,6,60,44.53743840819472,44.53743840819472,0,0,0,0,0.6,1,0,0,0,0.8,0,291.9,0,0.8,0,0,0,0,0,1,0,0,0,0,0,1,1,3978.5,450.3,1474,912.2930952380952,440.8497265839267,474.9,0.0658427000045776,5.5,41.83169793283611,623.45566230346,258967.08890419503,0.8,38.5
61439,6,64,1.0969097170637638,1.0969097170637638,0,0,0,0,0.5,1,0,0,0,0,0,771.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5177.4,66,1474,343.4419691243569,506.1116288645302,78.2,169464152.51126102,13.5,26.182789593539248,717.0519055635885,258197.1673948338,1,244.6
73511.8,4.8,51.2,1.7232459024568114,1.7232459024568114,0,0,0,0,0.4,0.8,0,0,0,0,0,926,0,0,0,0,0,0,0,0.8,0,0,0.2,0,0,0.8,0.8,438.8,65.6,110,84.2299603174603,16.090327743549004,71.9,0.0116512060165405,5.5,12.958353465939291,22.75515971795508,291.7132764392794,0.9,38.5
33220.1,3.5,25.6,1.843955942763664,1.843955942763664,0,0,0,0,0.2,0.3,0,0,0,0,0,430.6,0,0,0,0,0,0,0,0.3,0.1,0,0.6,0,0,0.4,0.4,1372.9,42,437.2,85.11719270796283,90.57134771511951,148.7,169464152.69914088,13.5,12.942589772824354,128.76657254423674,15801.983527470624,1,244.6
107941,7.1,83.1,1.8527395116287253,1.8527395116287253,0,0,0,0,0.4,0.9,0,0,0,0,0,1292,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,1,1,467,66,119.8,83.04952380952382,21.49319044865428,96.6,0.0069141864776611,5.5,12.874719606248044,30.39596143115476,608.1640532879819,0.9,38.5
68710.4,7,57.6,1.28884741654169,1.28884741654169,0,0,0,0,0.3,0.6,0,0,0,0,0,862.5,0,0,0,0,0,0,0,0.6,0.2,0,0.2,0,0,0.8,0.8,1645.8,42,322.8,105.55211649117996,73.85307949351076,110.8,169464152.8044266,13.5,14.531213220817762,104.64034937814026,5607.994424098047,1,244.6
88085.6,6,64,1.5164104763412245,1.5164104763412245,0,0,0,0,0.5,1,0,0,0,0,0,1070.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,458.2,67.9,105.8,83.31892857142857,15.892138103244935,81.3,9.930133819580078e-05,5.5,12.906229936587398,22.474877240715223,288.8343377267573,0.9,38.5
79639.7,6,99.6,1.3613185715856184,1.3613185715856184,0,0,0,0,0.5,1,0,0,0,0,0,962.1,0,0.2,0,0,0,0,0,1,0,0,0,0,0,1,1,1274.5,54,121.8,82.11070768026264,20.31893869574345,83.5,169464152.91111502,13.5,12.821229144471133,28.75893607961932,414.1194781954643,1,244.6
92589.4,6,64,1.7428907392946342,1.7428907392946342,0,0,0,0,0.5,1,0,0,0,0,0,1232.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,421.8,68.2,88,77.89150793650794,8.891918633297404,75.5,0.0999758005142212,5.5,12.478229848624055,12.575071926727224,88.01914657344419,0.9,38.5
115773,6,64,2.0359975459123456,2.0359975459123456,0,0,0,0,0.5,1,0,0,0,0,0,1441.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1211.2,66,106.4,78.00422949255767,13.32835528328516,80.6,169464152.9114634,13.5,12.49502889582978,18.861638025470672,181.9053291217748,1,244.6
39033.2,7.1,70.4,0.7234275395564463,0.7234275395564463,0,0,0,0,0.5,0.9,0,0,0,0,0,506.7,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,1,1,686.2,95.4,342,154.4486507936508,92.24180407156514,103,0.0999351024627685,5.5,17.224604974286525,130.4496103357692,9710.926357457796,0.9,38.5
54905,6,64,0.9637019591283604,0.9637019591283604,0,0,0,0,0.5,1,0,0,0,0,0,681.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1471.9,66,342,95.47627959974322,66.9990694698365,80.7,169464153.01147,13.5,13.821542213494558,94.95957690070163,4538.474230688944,1,244.6
47307.6,6,64,0.8537028240437413,0.8537028240437413,0,0,0,0,0.5,1,0,0,0,0,0,603.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,420.7,66,93.3,74.78349206349206,10.535110417452035,81.1,0.0001435995101928,5.5,12.225350261701868,14.89889603345875,137.027965356513,0.9,38.5
67665.8,7.1,64,1.2165936760641984,1.2165936760641984,0,0,0,0,0.4,0.9,0,0,0,0,0,854.8,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,1,1,1478.1,66,360.9,92.44117289659086,68.98856755077095,160.3,169464153.2107183,13.5,13.539883282408857,98.1874938339844,11296.530766052438,1,244.6
116095,6,64,2.0358980450809563,2.0358980450809563,0,0,0,0,0.5,1,0,0,0,0,0,1445.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,455.4,67.9,105.6,82.94789682539682,15.639548764187603,80.5,0.0001521110534667,5.5,12.877450510461635,22.11766197170948,279.5689041792643,0.9,38.5
85283,8.2,83.1,1.3757374110172378,1.3757374110172378,0,0,0,0,0.4,0.8,0,0,0,0,0,949.2,0,0,0,0,0,0,0,0.8,0.2,0,0,0,0,1,1,1539.6,66,246,99.6297676493613,52.246595876154935,111.6,169464153.3110925,13.5,14.125559316804448,73.99158145172393,2747.127685959317,1,244.6
93101.8,6,64,1.7426496009156935,1.7426496009156935,0,0,0,0,0.5,1,0,0,0,0,0,1239.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,422,68.2,88,77.91261904761905,8.908191100207834,75.6,0.0999492883682251,5.5,12.4799409963105,12.598084670125225,88.33123299319728,0.9,38.5
116417,6,64,2.0357967857899943,2.0357967857899943,0,0,0,0,0.5,1,0,0,0,0,0,1449.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1190.8,66,97.2,76.67715031958065,11.066893506065565,80.6,169464153.3114098,13.5,12.388409280557918,15.663241314430651,126.45778420328044,1,244.6
85076.8,6,64,1.51596013321439,1.51596013321439,0,0,0,0,0.5,1,0,0,0,0,0,1080.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,430,68.2,92.6,78.96964285714286,10.237560166567787,78.6,0.0999616861343383,5.5,12.564701967055772,14.478096433170723,119.08120507369615,0.9,38.5
81393.6,6,86.1,1.443400891987222,1.443400891987222,0,0,0,0,0.6,1,0,0,0,0,0,1029.1,0,0.2,0,0,0,0,0,1,0,0,0,0,0,1,1,1282.2,66,139.6,82.26924672506718,21.015211799920245,99.3,169464153.59238833,13.5,12.826328927918787,29.85454788991801,521.4800390894604,1,244.6
60353.2,6,64,1.0961099325932002,1.0961099325932002,0,0,0,0,0.5,1,0,0,0,0,0,781.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,416.2,66,90.5,74.91353174603174,10.065743215553214,78.2,0.0001731872558593,5.5,12.237295273497711,14.235110570800323,114.34509881267324,0.9,38.5
87328.8,5.4,57.6,1.7226399252503612,1.7226399252503612,0,0,0,0,0.4,0.9,0,0,0,0,0,1084.2,0,0,0,0,0,0,0,0.9,0,0,0.1,0,0,0.9,0.9,1215.8,63.6,111,78.51503209595701,15.52579135493634,74.4,169464153.5209033,13.5,12.545405298389788,21.72519409294621,236.49452196227327,1,244.6
56415.9,5.3,44.8,1.5832978639948307,1.5832978639948307,0,0,0,0,0.3,0.6,0,0,0,0,0,687.3,0,0,0,0,0,0,0,0.6,0.1,0,0.3,0,0,0.7,0.7,965.8,42,667.2,155.62805555555556,218.3511331625268,157.1,0.0904324054718017,5.5,16.95238073366413,308.79513387797886,68175.69642779982,0.9,38.5
64015,6,64,1.1892622867620606,1.1892622867620606,0,0,0,0,0.5,1,0,0,0,0,0,849.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1993.6,42,930,130.53327147654548,213.4987557469417,76.3,169464153.6115955,13.5,16.16206096748046,302.56795149767777,46115.18719981439,1,244.6
97936.2,8.2,83.1,1.6687420988552428,1.6687420988552428,0,0,0,0,0.4,0.8,0,0,0,0,0,1165.2,0,0,0,0,0,0,0,0.8,0.2,0,0,0,0,1,1,610.6,67.9,186.8,103.98757936507936,44.8478635533582,108.8,0.0993637800216674,5.5,14.361047431932812,63.42445688061719,2777.2929916698163,0.9,38.5
116921.8,6,64,2.03559692598919,2.03559692598919,0,0,0,0,0.5,1,0,0,0,0,0,1457.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1554.2,66,246,101.09136074065252,53.175379598868766,80.5,169464153.9114249,13.5,14.22654401968025,75.31182957248006,2849.2784411731823,1,244.6
117222.6,6,64,2.0355483324585464,2.0355483324585464,0,0,0,0,0.5,1,0,0,0,0,0,1459.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,456,67.9,105.8,83.06968253968253,15.838940258665897,80.5,0.0001392126083374,5.5,12.88680132963938,22.399644127422533,286.95334819853866,0.9,38.5
101716.2,7.1,70.4,1.8389606548797093,1.8389606548797093,0,0,0,0,0.5,0.9,0,0,0,0,0,1315.3,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,1,1,1492.6,66,342,97.0125542001858,66.94758674550265,105.4,169464154.01090866,13.5,13.919785734509054,94.87678144836934,4530.3215916298295,1,244.6
56105,6,83.4,0.923494403616968,0.923494403616968,0,0,0,0,0.5,1,0,0,0,0,0,662.5,0,0.1,0,0,0,0,0,1,0,0,0,0,0,1,1,490.5,66,151.2,85.27170634920637,29.090335315976585,96.7,0.0494475126266479,5.5,13.035544940312883,41.1399467378351,1270.0726044816074,0.9,38.5
37827.8,6,63.5,0.7674923506496357,0.7674923506496357,0,0,0,0,0.5,1,0,0,0,0.1,0,499.8,0,0.1,0,0,0,0,0,1,0,0,0,0,0,1,1,1376.6,66,260,89.27787085807208,47.37714168386894,75.4,169464154.06170937,13.5,13.363114607843205,67.15280036967094,2269.3912702790963,1,244.6
52377.9,6,64,0.9391238100395524,0.9391238100395524,0,0,0,0,0.5,1,0,0,0,0,0,673.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,412.1,66,86.3,73.76039682539684,8.630406929649435,78.1,8.771419525146484e-05,5.5,12.143161309726658,12.205238528708977,85.4332576845553,0.9,38.5
89621,7.1,64,1.5291772807291095,1.5291772807291095,0,0,0,0,0.4,0.9,0,0,0,0,0,1091.6,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,1,1,1299.2,66,192.8,82.54682342167635,31.91705901426227,163,169464154.0352564,13.5,12.51318970285819,20.903140877640134,218.95162712673425,1,244.6
117704.8,6,64,2.03540320429353,2.03540320429353,0,0,0,0,0.5,1,0,0,0,0,0,1465.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,444.6,67.8,100.4,80.30111111111111,13.072715542687764,80.5,0.0759665012359619,5.5,12.670529852297896,18.48761161751459,204.04558289241623,0.9,38.5
94601.8,8.2,83.1,1.6685320988179808,1.6685320988179808,0,0,0,0,0.4,0.8,0,0,0,0,0,1173.6,0,0,0,0,0,0,0,0.8,0.2,0,0,0,0,1,1,1455.6,66,219,93.20323914089006,43.72555331655949,106.1,169464154.3113186,13.5,13.653516675006037,61.95319747801297,2114.809144834929,1,244.6
89907,6,64,1.5153737247702703,1.5153737247702703,0,0,0,0,0.5,1,0,0,0,0,0,1092.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,457.4,67.9,105.6,83.17603174603175,15.692196486925846,81.2,0.0001046895980834,5.5,12.89523699164744,22.192117095233968,281.41416792642985,0.9,38.5
107629.2,6,81.8,1.844469262782812,1.844469262782812,0,0,0,0,0.5,1,0,0,0,0,0,1331.7,0,0.1,0,0,0,0,0,1,0,0,0,0,0,1,1,1229.6,54,111,79.21727333339176,17.54630375024407,79.2,169464154.4107338,13.5,12.58488482572822,24.87457119458545,309.8032417247616,1,244.6
100141.5,6,64,1.741971431509975,1.741971431509975,0,0,0,0,0.5,1,0,0,0,0,0,1258.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,425.4,66,95.7,75.53908730158729,11.45252229002365,80.8,0.0999098062515258,5.5,12.28662572823272,16.196312345931624,157.0791027809272,0.9,38.5
96566.6,6,64,1.7419506904635,1.7419506904635,0,0,0,0,0.5,1,0,0,0,0,0,1259.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1219.7,66,111,78.80066970439262,15.45733619868658,75.5,169464154.5112311,13.5,12.551353577340596,21.903040723161883,240.5646726487004,1,244.6
74933.6,6,64,1.305250390787544,1.305250390787544,0,0,0,0,0.5,1,0,0,0,0,0,944.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,430.3,66,98,76.88222222222223,12.555043592849724,78.7,0.0001101016998291,5.5,12.395584950669404,17.755512925193507,178.5197839506173,0.9,38.5
